390	3	17	1	9	-87.19615085	360.0201738	164.4024683																		
392	17	13	11	8	-37.07909396	265.1735228	184.961087																		
397	26	2	4	25	-147.9356672	133.2073115	197.5091945																		
408	15	17	13	10	69.636686	325.4857107	173.7351485																		
417	11	10	13	12	210.3167781	274.9012744	159.5063977																		
420	4	1	17	9	-124.1174109	202.1087331	150.4870489																		
423	1	20	14	19	-43.89179676	39.09635526	190.5087795																		
433	6	5	10	8	21.0930906	316.0985001	250.9220991																		
435	20	19	21	25	78.90091533	17.45301948	155.0605084																		
443	1	4	26	12	-54.59939107	232.2453261	175.6414869																		
451	4	1	2	5	-117.6723891	198.4527446	282.0432919																		
455	9	7	5	26	-275.4296881	174.4439988	277.391315																		
466	19	22	21	20	188.1171205	2.196350675	266.403012																		
468	1	21	22	12	-2.043184252	-2.656042239	217.8776864																		
469	19	14	18	17	44.35716852	8.623999479	230.263635																		
475	1	14	19	15	-71.84341481	24.44292825	153.0052884																		
477	4	1	2	5	-118.0192357	194.4146251	292.120839																		
480	1	17	9	13	-87.27661028	215.7358748	233.4096671																		
489	17	14	5	6	3.708740996	248.0321816	140.236835																		
490	24	23	26	7	-125.2422884	46.14730342	305.6306243																		
498	15	17	6	10	26.35307244	323.7098324	183.1918251																		
499	4	1	2	5	-139.2362016	190.7182449	307.7323237																		
505	6	3	4	1	-198.6941898	284.625313	301.0891761																		
513	15	10	6	5	44.00255389	310.6781348	189.7733798																		
519	1	12	22	9	-22.95351843	111.8668145	237.8268761																		
527	1	22	21	12	-39.80787923	-45.41501563	206.7811956																		
529	17	7	8	10	7.19883748	280.9371264	148.8712119																		
532	11	10	13	12	215.028036	267.2048982	168.4484176																		
537	25	23	26	24	-146.1760333	60.10729017	300.3774736																		
541	11	15	13	14	136.235898	316.0385861	271.6287434																		
542	20	14	13	1	94.1040502	79.0469923	156.8484061																		
543	3	6	1	17	-186.4729933	326.4151474	248.1750433																		
560	17	5	13	11	-40.73514607	213.0652353	159.2523568																		
561	27	20	19	14	21.01072336	1.015849662	271.371269																		
562	1	22	21	12	-57.59574338	-21.01725291	210.4197059																		
563	26	25	23	2	-166.7057667	98.88865521	261.9282078																		
564	26	23	12	7	17.064106	104.2659574	286.6523219																		
566	1	26	23	12	18.84851022	98.32170472	270.0286504																		
570	1	22	21	12	-43.64066544	-45.04075125	207.8638452																		
588	27	19	20	14	43.08186317	-13.63045276	283.0099026																		
589	20	18	19	14	-18.19903542	30.36994298	303.3495668																		
598	20	14	18	17	45.54188081	55.76453777	276.3847735																		
602	6	9	1	17	-215.7673572	320.5279425	174.3428132																		
604	4	1	17	9	-117.4615421	198.6131945	157.9046676																		
605	15	17	6	10	29.50091104	304.6409772	184.3977773																		
607	26	12	7	23	17.54829916	144.730973	277.0129247																		
609	3	1	17	15	-175.2767079	324.6587489	202.5121996																		
613	5	4	6	9	-207.9024237	170.5678275	248.3254619																		
619	19	20	21	25	82.04545408	9.871256948	157.4921561																		
622	17	13	7	11	-32.63921112	251.3229347	192.8302543																		
623	4	1	17	9	-124.5523382	199.9334733	149.9367589																		
626	3	1	17	15	-114.0430264	321.1288549	140.3175139																		
628	17	15	6	5	17.64379903	261.1858427	143.4290834																		
647	10	11	13	12	227.1121653	267.7132375	183.8886378																		
648	1	22	12	21	-33.17855497	75.15294838	279.7957105																		
651	15	10	6	5	42.51755146	303.9624952	191.6004496																		
656	25	27	2	7	-161.7164687	12.80537343	220.1656931																		
657	18	17	1	4	-48.57184901	182.3707635	174.6245374																		
658	1	22	21	10	-31.35401316	-31.25585582	161.0708918																		
659	11	10	13	12	213.7542022	277.5083394	163.7515649																		
663	17	5	6	10	28.24744771	257.3747025	175.0611508																		
665	4	1	5	2	-134.8549869	214.4399154	286.5356807																		
675	1	26	12	5	23.48945581	118.4015295	252.2719409																		
680	20	27	14	18	36.18155535	60.17744479	154.0256163																		
686	4	1	12	22	-44.53360642	275.4111799	151.6905408																		
690	15	10	6	5	42.05871711	287.9683907	186.2571262																		
699	17	6	5	10	26.93447155	272.4464298	144.5396173																		
707	15	17	13	6	15.26457993	288.3887299	157.78152																		
714	24	25	23	26	-175.0756684	29.74239957	289.5263355																		
722	3	8	5	7	-175.9394739	286.0294028	306.309074																		
753	1	26	23	12	27.2249685	59.75689771	198.2835645																		
762	26	7	23	22	19.11521092	139.8636154	284.2682928																		
778	3	1	15	9	-120.9838196	274.397487	141.5771093																		
780	7	26	5	14	-205.3910926	153.8728474	190.6098229																		
784	4	3	1	20	-101.1348602	258.8499147	142.792949																		
787	20	14	18	17	49.84539599	63.33587731	240.1471573																		
789	27	19	20	14	33.63326503	-1.847974478	272.5433708																		
791	1	22	21	12	-42.70878633	-44.29514178	207.9760098																		
795	4	5	2	1	-154.2050267	197.0547394	283.7621816																		
796	25	23	24	26	-151.8813049	42.36346262	308.6537731																		
802	25	23	24	26	-139.4150679	50.67670604	300.4871754																		
804	15	17	10	6	41.68564838	287.4659556	186.537085																		
808	17	13	5	6	21.39684713	257.6794747	146.5865494																		
813	4	1	9	15	-128.7289929	205.7741233	162.4765506																		
817	1	22	21	12	12.00525435	7.39117918	182.1137789																		
824	6	5	4	3	-188.1597358	249.1058932	241.1644867																		
828	1	26	12	23	23.31302088	86.83776279	214.8463353																		
830	15	17	6	10	30.69812063	312.7187599	183.7973773																		
831	17	13	5	6	21.63041381	255.2533758	147.5027668																		
840	27	19	20	14	34.52856193	-5.170544519	281.8027397																		
844	23	26	2	1	-251.3934193	77.67685118	186.6132038																		
845	4	5	1	6	-136.7628592	219.2295936	306.7091292																		
852	4	1	5	12	-138.1420239	195.5465609	290.1216112																		
854	5	10	7	8	27.89609246	278.0290948	285.3131206																		
866	8	11	9	12	-44.8124432	293.008777	212.0072599																		
870	1	26	5	12	20.15159171	116.4884513	253.5557224																		
879	6	8	9	7	-227.0770427	246.4614031	208.1102213																		
880	5	10	7	8	28.95955121	273.7118882	273.5349113																		
903	26	12	7	23	19.45180631	148.2597832	265.5949372																		
908	11	10	13	12	214.296515	277.2173188	177.8514064																		
911	25	26	23	24	-160.2117676	84.183269	290.3594154																		
914	26	1	4	14	-149.7031346	151.517389	168.1951049																		
927	14	13	17	18	138.3658501	144.1778278	158.4764508																		
932	4	1	2	5	-127.3297185	191.9286952	292.859249																		
938	25	1	2	4	-139.3247881	99.59611677	205.530283																		
945	15	17	13	4	63.24275733	267.3244648	170.6473254																		
947	6	5	10	8	21.48389076	306.3000857	260.1912052																		
948	15	17	10	6	41.18653974	292.3830781	184.9189985																		
952	22	20	19	13	191.4312037	62.82274782	140.4030497																		
977	8	11	9	12	-43.49801848	261.8989562	197.5994845																		
978	6	8	10	9	3.139679007	194.4480057	309.9090325																		
1001	3	17	1	9	-79.24971063	270.741743	232.2759179																		
1010	7	23	26	5	-287.9162261	113.7110601	293.665931																		
1013	27	23	1	17	-63.48661884	-9.518877817	154.5655351																		
1014	14	13	12	1	68.69102929	135.2808322	168.4831688																		
1039	15	6	10	5	31.4493779	348.5148869	167.2365116																		
1042	26	7	23	21	12.11508453	133.1002961	275.6041061																		
1043	17	6	5	10	27.45928579	275.1355626	143.6428642																		
1047	1	22	21	12	-45.51078524	-42.01626458	204.9551285																		
1056	17	6	7	10	25.49229891	235.7709177	176.1192873																		
1059	17	13	5	6	10.80755004	231.2463665	155.8705313																		
1064	22	26	24	5	48.18243273	61.23231308	175.8498226																		
1071	15	17	13	6	22.33864884	337.4923031	159.6802019																		
1074	9	11	13	12	-75.84146372	290.1567146	183.1395995																		
1076	17	6	5	10	31.16381765	265.2933225	147.2722395																		
1078	20	14	18	27	35.52815548	86.36540494	286.9804091																		
1092	19	20	27	14	58.15863679	-9.794236087	293.084215																		
1093	20	27	14	17	46.8591948	49.54737858	229.6897913																		
1097	4	1	17	9	-107.7268578	207.3232007	159.2918597																		
1105	23	12	7	22	16.69798871	110.0666617	238.8107836																		
1106	3	6	1	15	-153.519327	273.6530342	182.109069																		
1113	4	1	5	17	-142.4414231	183.2632	174.0433512																		
1120	19	20	27	14	72.31841428	-6.975914782	261.4323077																		
1127	27	19	20	14	35.29030195	-9.794574596	266.7067718																		
1129	22	12	19	7	214.129179	72.93494384	251.5045625																		
1130	1	23	22	12	-3.779233869	66.34727048	167.8936827																		
1136	1	26	23	4	-43.780066	38.26457963	265.6907296																		
1138	27	19	20	14	35.68611314	-5.225376978	270.1929423																		
1139	17	3	13	11	-36.50688566	226.3534613	175.8782259																		
1141	6	3	5	2	-175.7039654	263.5958264	263.9096329																		
1149	14	13	12	1	77.9830869	144.0242639	169.7360068																		
1150	15	13	10	4	60.17864156	284.620259	178.0168069																		
1155	4	1	7	17	-115.2894494	199.7123061	141.8303474																		
1166	1	12	22	21	-93.88669089	135.6237474	258.0778489																		
1170	7	1	24	5	-171.4945085	93.63306268	152.7400217																		
1171	5	2	8	7	-29.82340837	320.116684	306.8436413																		
1173	15	10	6	5	40.05822556	311.8875171	187.7659177																		
1178	25	7	5	24	-156.8018997	111.8065345	259.4456666																		
1182	6	8	9	7	-238.7663037	256.2574115	181.1705769																		
1189	5	10	7	8	29.66641032	275.7154378	289.579661																		
1207	6	5	10	8	24.64631668	312.5100526	272.9071371																		
1214	3	17	1	9	-78.82293868	266.3949625	233.7461405																		
1217	27	19	20	14	33.60876462	-10.50814976	239.8221315																		
1222	3	10	9	12	-32.5219625	363.599598	160.4459146																		
1224	22	14	20	19	201.3762293	151.3038504	252.3176624																		
1228	1	26	5	24	-143.4617909	155.90963	140.2091699																		
1229	4	5	2	7	-159.4499923	193.0933093	235.6649029																		
1230	15	13	3	10	58.7164115	334.0061215	169.2496398																		
1231	5	2	3	15	-164.0132536	221.465391	181.6313555																		
1234	23	7	26	5	-272.0740376	97.85622403	304.9667565																		
1240	6	5	2	1	-150.0729316	268.7165138	277.798075																		
1244	1	22	21	12	-41.08632831	-42.61837478	208.3895693																		
1246	15	11	17	9	117.5616595	266.5598526	237.8487402																		
1248	3	17	1	9	-89.66234167	318.7085956	178.896207																		
1249	24	23	26	12	-145.1705467	24.09152248	269.1194256																		
1256	15	17	13	10	-85.64760086	361.9919031	184.9180574																		
1257	1	22	21	12	-35.94534568	-42.45218611	192.9270405																		
1258	7	24	1	5	-169.8481913	90.78015544	151.5218906																		
1274	14	18	17	27	44.03195529	98.12497395	198.3792222																		
1276	20	14	18	27	45.91298845	84.9530824	216.1709249																		
1280	1	22	12	21	-5.510163311	87.29462187	182.76543																		
1287	15	6	5	10	28.18075255	292.9320937	186.1042017																		
1288	17	5	6	10	31.6133512	230.7563627	163.5592815																		
1296	7	23	26	5	-284.6778219	131.2093977	305.7310927																		
1298	1	12	22	21	-22.82627296	123.9476836	209.47828																		
1305	10	11	13	5	223.6980113	276.7429089	188.2051048																		
1314	1	22	12	9	-21.82037525	107.0017693	239.180467																		
1315	14	18	17	13	37.1159794	152.3294313	143.6667503																		
1317	1	22	21	12	-42.41690689	-42.17548912	208.5413426																		
1320	6	9	1	17	-215.5038346	318.9206147	175.0872972																		
1321	4	1	5	17	-142.264105	183.6419332	172.5310408																		
1345	27	19	20	14	28.94257064	-2.059187318	255.2450772																		
1355	1	22	21	12	-66.23908827	-31.08880914	205.1959955																		
1357	10	5	8	7	35.7898987	345.1627929	282.8084172																		
1360	27	19	20	14	35.38997538	-9.270022885	267.5599157																		
1368	14	17	18	13	46.66022769	151.8139198	143.0649886																		
1369	25	26	1	23	-138.5131899	94.51955275	305.0991167																		
1373	24	25	23	26	-153.958233	15.75203263	252.8845319																		
1376	4	1	5	17	-146.3708987	182.3100433	168.8163917																		
1378	17	14	13	4	40.17017898	188.8698543	151.1877819																		
1382	1	22	21	12	-44.70987095	-9.196888741	212.1761653																		
1385	17	13	6	5	8.894324863	265.4482987	140.9767286																		
1392	1	22	12	21	-7.950580293	85.30863593	187.5524768																		
1397	17	5	6	10	30.16959619	225.3285596	165.3015149																		
1410	4	1	2	14	-135.6092331	181.3825102	167.596666																		
1412	23	7	12	21	7.751662132	119.5022757	244.4302483																		
1418	20	14	27	17	58.55524585	63.25358648	264.6644138																		
1420	22	20	12	19	190.8474749	82.57740043	144.8009785																		
1433	1	18	19	12	-154.9273018	-33.71114068	232.3840223																		
1434	26	18	2	27	-98.64851902	90.57018976	180.7607835																		
1435	6	10	9	8	49.44186619	67.65744379	199.2361038																		
1458	1	22	12	21	-72.35582773	114.0998126	229.7303488																		
1467	17	18	1	14	-35.96967368	196.980333	140.4363496																		
1473	27	19	20	14	43.69710472	-1.107312976	298.8369839																		
1474	20	13	1	25	157.040939	37.57977728	202.5382672																		
1477	7	23	25	24	-262.3401226	115.0977573	274.505331																		
1481	5	7	8	1	-262.6096731	232.8774719	150.468558																		
1482	1	14	12	22	-34.59260341	144.1098205	190.7384612																		
1494	20	14	18	27	46.55427361	79.75455528	242.2930196																		
1497	17	6	5	10	29.69128215	266.639805	174.4889059																		
1498	12	22	9	21	-20.59079537	85.43029481	275.0963895																		
1503	17	5	10	7	46.95201252	194.4729309	210.7749639																		
1509	22	26	2	23	40.84807135	51.74890419	213.8861213																		
1518	7	26	23	14	-222.172537	115.2100486	197.945431																		
1522	18	17	14	1	-8.14107085	164.3017352	206.7172899																		
1526	20	14	27	17	67.3175821	56.59025639	253.4078594																		
1538	7	26	23	14	-223.1780291	114.1954483	196.6424905																		
1550	15	17	10	5	37.30711639	349.9986468	166.5128739																		
1559	26	23	7	20	-219.6633634	106.2851659	207.6578017																		
1562	26	7	23	2	-219.1044671	109.6472621	220.4131866																		
1565	25	24	23	26	-152.8064148	28.34002292	265.9057903																		
1567	26	7	23	14	-210.140871	110.8425681	194.3778332																		
1575	15	17	13	9	-10.18972955	320.7007205	159.8822262																		
1580	1	18	17	14	-88.34197756	187.0897548	190.400585																		
1584	12	22	9	21	-16.33420583	105.8830236	260.4653142																		
1590	17	5	6	10	30.12653521	224.726431	165.5071604																		
1595	18	20	7	12	12.04573942	84.54599956	152.1598145																		
1596	18	17	14	12	2.153635418	162.224727	168.7655781																		
1597	7	26	23	2	-221.3860362	113.9460539	235.8594185																		
1601	12	20	14	22	173.2892285	124.3009462	206.3343049																		
1602	5	7	9	12	-63.84531239	149.635009	277.9881079																		
1609	1	26	23	4	-40.12378547	23.9169247	278.0838803																		
1618	7	26	23	14	-220.8796692	112.388586	194.0442229																		
1622	17	13	8	11	-42.22555893	255.4572577	142.5466446																		
1630	11	10	13	12	213.6640893	276.4133811	176.145459																		
1631	18	17	14	1	-10.85757085	178.8759921	237.3954096																		
1635	26	7	23	14	-210.5764874	110.8787073	194.7823094																		
1643	26	1	25	22	-133.4854377	118.022079	306.1541821																		
1650	18	1	17	14	-47.17821679	162.5700952	239.7910569																		
1658	25	24	23	26	-154.7224604	19.08236852	250.0979989																		
1663	12	22	9	21	-21.16041866	71.61505105	205.1987724																		
1673	14	26	12	22	33.68094537	99.90112486	149.4411209																		
1677	17	18	1	12	-53.79730384	208.8241687	161.6084757																		
1683	17	18	1	14	-14.14344294	185.32797	272.6801794																		
1691	17	18	1	12	-45.12090776	207.1851688	167.0144514																		
1696	18	17	1	14	-49.27164792	184.9438611	196.1351168																		
1700	26	2	7	1	-177.7970284	135.6193999	308.8837528																		
1707	25	24	23	26	-140.4578215	35.02392393	304.5327374																		
1708	17	15	16	8	1.692777682	258.5738421	172.5340384																		
1713	26	7	23	14	-220.2307758	109.4128836	197.2954817																		
1719	26	7	23	14	-210.0913933	110.5768082	194.6943505																		
1730	17	18	14	12	-29.34776058	192.3694382	180.1402085																		
1733	17	18	1	14	-36.67056872	197.8086448	141.0685899																		
1735	1	18	17	14	-73.14613864	202.9020682	272.3417771																		
1737	18	17	1	14	-51.26645545	192.22055	190.0596451																		
1751	18	17	14	1	-3.805741666	170.4328531	182.8734857																		
1756	27	18	25	17	-31.37606782	75.5026957	242.5788197																		
1770	12	22	13	20	192.3303203	115.278492	289.9192161																		
1779	1	17	9	13	-87.04995415	243.1324267	236.1900214																		
1780	18	17	14	1	-0.552374238	170.4255595	167.6888301																		
1789	3	6	1	17	-198.3461511	351.2152857	214.5722202																		
1794	27	19	20	14	35.90843981	-10.46654808	260.8409348																		
1797	2	26	1	5	-156.9600243	146.9374815	243.6501142																		
1802	14	18	20	17	37.56952291	109.5897625	209.0381848																		
1804	1	12	22	21	-19.76907017	108.6375551	235.4671121																		
